name,Photo URL,Created At,Updated At,objectid,title,creator,date,date_range,description,condition_notes,language,building,room,wall_row,shelf,notes
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/e35b91a9-ec7b-4f81-ac4d-6b536b6d4860/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163647Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=c37cb1dc6771eedb59c94b5306c6df095302a45179832a30f2f9bb9e65c93d6c7ec22ee5358712d1a17facb5ee81d206c356253cb1639d1686819791cee8ebbd49ab67ad92f3e476faa69376b0232c4475e71adcc57d9805d4a2c3408db55f23df2c76984cd4298d9987cd3a360cbc8ec0cbcefb01791f3fb9a4cbe7359aee24be65313ea9bbedd2414b879dd29e014132804a7f5197838b27d894e2ad73b36d9b98c18108c902daf5e6254c1ab8a5c9262f1557ce917b080f6a19117e71e8bb7799a7014c9c754f4681378181509e4c935b951df2d4e17f314816d33b68c93a1db4d88491103fc5035780c24e0b379b87506a26aa6855998080248fc4c6f4d2,2026-06-24 20:08:31,2026-06-24 20:08:31,1810,The Problem Of The Ohio Mounds,Cyrus Thomas,1889,,"Smithsonian Institution, Bureau of Ethnology. J. W. Powell, Director.",,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/a1a7e6cf-f5b3-4fcb-b937-dcee69712582/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163639Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=9f35ee41620b8302de23cd78fd8867793ac211fe0e16a798f26ee1b9ba86bdbca957b10e1a93b2899ed5aca439640a9fffec1d5a84df6dd1c0f8cab1e5d15f614809843f897ca4eaf78b344dbba680049b2e22a5e08894a7f901ae2271da6b281e76cd6be52e0d48313e08035bbbc52e6efbc6fbe7fe2f7550c4acbabbbfeca1808178022d2af227852bf1b74ce6f2775b0f6b79f109f30b531b95994d4dcebb208f10902df251440a2123d54f22c24fd2f5c826ba4748cc9e047db721af2ba6c44185eae01e75325c71b10b78b932decec6b3ab066253fcb34dad5bcca25ee6c4724977c872afab9e55ce4c7711dab36e7d53c40eb68778fc1d76f09f0027b1,2026-06-24 20:08:31,2026-06-24 20:08:31,1811,Early Huron-Neutral Sand Knoll Sites In Western New York,William A. Ritchie,1930,,"Researches and Transactions of the New York State Archeological Association, Lewis H. Morgan Chapter.",,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/d3250f41-5051-4ff2-b7b6-f8c0d1f1a445/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163640Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=381b7333ff9e4174d983c278af7cb6d6a3f3c577f557604a22cb60452292768b53f1b5a66e6fffcb8ec8aced31a8821d78643e89aa43a247e0253a2d6b6a6d65fc0463e1124a22a54ad6ef979fb4b9e8d0310949a62e27dae65901448f075d9b44f1719a261a0777a707861a7c5947a9154a2b1e08b4d019dac95fd5e70ad5ac5bd38d5eedb28ddc64a1fec710eefe96c671e58078ba38f38983fa579450fd3207e9b6310fc36de7abb002559fdcda2d3a005297bb06fee5605db4aaec8e06192b1ff9f9ca59effef9b7d1e8cb5facfa0f85dada4ced9e91ed92b3e8de10fbfdbc2ddf6c8c13687bf5c02a7f9ce8d757851a1ffffa5239843191323f104758ce,2026-06-24 20:33:57,2026-06-25 13:37:46,1812,[Museum Service #238] Frontenac Island Village And Burial Site,William A. Ritchie,,1939-1940,Two loose-leaf papers.,,English,TPRC,FF6,1,50,"Item has no notes identifying the source or volume, but is believed to be from Museum Service #238 which was published between 1939-40 by the Rochester Museum of Arts and Science per search-only copies found in HathiTrust"
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/83ae68b4-cced-4f07-aa8f-d0d9b1aa2dbb/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163648Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=1aa921f0361fd093c6f8492ef104b0f56b9a25dce614f4c3b21f1f068769eb561292eb1d1fb18bdde38d6ba902bed8143a0d1ed61fa9ce4f6005aec0f2f09aa216873cd1fa73748d3e368e3d2bd33a81ee2709198970fadafa79b61a55de2d53ddd87ba52c341f97580c7a7433b8e8f87298e9c8722b20b1577ee8e96c9e9fd150c935de0a56bb1126c11da90bda67f08c88f09403312249b1a47719f97dcb3f79400b6b9ba3e81bfd54e5ed796fa930132e98f858a009743e6dee24e48d0fac270ee86e37116cf0f0bcdd0fb71043dab4081a51f7dc1b96b6ac1e341eaae760a54be9f65e787c2d0e698ca016566eea3f38e3a39c3c2b94ce1eca05dfef7836,2026-06-25 13:43:46,2026-06-25 13:43:46,1813,"The Troyville Mounds, Catahoula Parish, La.",Winslow M. Walker,1936,,A paper pamphlet with a green paper cover.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/bf98bc5c-8ba3-4c35-b901-de1cad4b81a9/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163648Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=45aa837544608a1ac524e87acac52fae2dfc6f4c44d26388d9089c508a644a0e1cdecfb4a2666501824210fcf3fac2dc3c5731e4994e394684bd46ab770b26acc3c1d8f7f9e9e693f7d4e6e3fed1e94a624e39c29e86ab8e4eb34d59b9d5099022379f5625bdc809f1ef18c22f2b4822e38237c468f5853df0ea2523e61fc70f0a59538f201265748ffe61ec0555b5a6c88cf646808dda13d6cc9c38e5bbaa5c0240e44e3f468341511819838d4c15d45bfa390c44f6952d354eeef24d033286bcacb293a5db5d48298ee65272818c6da47be22ffcca0f9dce6ec8c3bd740c31831fdcc51da018f40cb2ac7353ccdf93f71d2d7486b14af24b405980fb67289f,2026-06-25 13:43:46,2026-06-25 13:43:46,1814,The Spiro Mound Collection In The Museum,E. K. Burnett And Forrest E. Clements,1945,,A yellowed paper cover with black lettering. Contributions from the Museum of the American Indian Heye Foundation Vol. XIV.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/5ab85493-c45b-4ab2-8515-82dc96d71d75/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163637Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=bf098dd6f11042bc42af6f3c7cd7f0a68a0926b24c29e0b6fbe8333f06f4946f7650cd5d1cf08ad30ba93ee32ae1c03f871d292d13c0364c378eb76c000c11d8304d53bf32b408f467e6edb732868ad9a5decbefb270d1bc62b8b7caf61e43807bf746eaa5f0f52a3bd19b4e17cf69a87733f441cdf906bfb637beee4f7f531a9b3230311f715e884867eb934363f58f73863da87ebeacc02502a25346063539067426845f6dd4c73ccd5e1344ed29b5c167cd700f1e96dc5fb84c0f8b1fb1cc9315b2736f2c64a1670893bba623bcd12d5807a7c5b098580dbc8acb2722ca1e50146964ac50d4555d6230f2ac6d4aaf9104e8a1a718db277fe10e6b8a6c41c1,2026-06-25 13:43:46,2026-06-25 13:43:46,1821,A Brief Description Of Indian Life And Indian Trade Of The Susquehannock Indians,D. H. Landis,1929,,In a gray archival folder with a brown spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/5b3f555a-ae12-4865-9775-bb0e5b263d49/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163649Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=211b2664819aa16db4e9273d9054a6ed4511da608570264da2a5fb6a249fdad90df7b3f4d4d5e5dc7782ed2e618b9c72a261e1b35f35fae781c819b457acee015f5b5f0a589da3359b06d5b55d97bb4e5ebdd9386b977d91c82459499ef9f80aa556bd3701689e7f2b8091f562ec04c81ee5f0907b040fd4ee6aae7479f97aca6938f188fab4995d6c74a19447f317693ced2aba8f8c1dc65da90f06340e4ca6eb7f1e4bba4869119a72bbe12f7980fd1ebe0358598fa899e2e9a6330a985d44197762f8df261246b77b6a4665a6cd645b96629529213e96350a213ca17724861179abd6c6118e5309cb277d1d747c9a5d08895abb598e365070ce5942c0aa7a,2026-06-25 13:43:46,2026-06-25 13:43:46,1822,Traps Of The American Indians: A Study In Psychology And Invention,Otis T. Mason,1902,,A thin paper volume with black lettering on the cover.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/2f81baf5-5ac3-493a-89b3-42fc4a020843/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163649Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=ae000f971c29551b007f63f6c568ac89652b85180f8b9a2465e0e7038ec172ea454974cb7f8254d6e19fc9c85480d6f4101aef66387fa9b7d1556305c1475e539de0e19c27f5b43f2e8935b158ab2efa3dc6a96a4e8eb0537f907282f347a5c9a6d22b9ef4e06d28e717e95f8f63b70dfc0ed951c92ee7765035e37b786bf5d59a6bbcece07b73438713fa578244b8a0ed98969e9e0f90a280d886d99a09e41fe44b49b51ad399848b877653101aaad514574077d646e0f62c2d2037a933456325dbafd75161291aa3d40405e211fc1c7f5171f827172e5d2a6caf1f3f571660e435f97a43fefd4b9bf65b1017d075958284b60aaec6407fb79b3daa172fcdad,2026-06-25 13:43:46,2026-06-25 13:43:46,1823,"Trappers Of New York: Or, A Biography Of Nicholas Stoner And Nathaniel Foster",Jeptha R. Simms,1871,,Stored in a tan archival hard case. Cover with a brown spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/6a62095f-a39d-49c4-ab69-3b1d98ca8c82/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163647Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=0530633d413dfaa396bcd42b6d0a9c70e0161e32bba77eb5e525c8d699f2be33b8e07eef3e92a634fd929a4bf9417ae15f9adc78f16ac1896af536a92deb21a297fa89eff560beec2ce222423160d886260bdc8abcb8f4833c3fc3a5674b3b2225421234e28a1c11383aae0692404e8368cee980aeaf98685dff9b74387a54e33c841a3b2bc8fe30de32f5c700ecbdc9a8ad7ae0407f20643287b779937bb451e8007683a3143f3793caacba3aeb77f615ef5287333ad3cabdad13615b85690b6162a4e782dae2f517bf135a6aa1636f274e3cbcfcecd9cd684ba573b996c7e92a688fabaa82d8f443d3d030843299486654479e0235af85998b1a7994dba8fe,2026-06-25 13:43:46,2026-06-25 13:43:46,1825,The Quarterly Bulletin Of The Westchester County Historical Society,Westchester County Historical Society,1929,,"Stored in a gray archival folder with a brown spine. July, 1929, No. 3.",,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/c63cca9e-766e-4b6d-b598-39f065ee8734/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163648Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=527a69b5d4b178d27abc89e24dcaaf044a14e8a8f7e18680f345d5150878d58e9dffcfa43dfefa606c499a33e346cba05d1c3a9e899acd3f051bc246d6da6ad34b319cee2010e9eaad625669830cb225e8ae50398dc172742439c5be534af1bb962bc95918a8879bdec8bfca7e5be4f6246aa5dbf8489d1bfd06c85fecb0552a59dc21e3786d4dab92c8aad38603c980b69cc7278900f52f96dcfdc3bbb5153901e5e87a55c219e9af8df001e71b0099070641b090226e7f719d7cc4855b5ef0a20fceea7d0795723014b9d118ce0cdb756dfd2b63a8d1920fb1d79abaeb63b10564e73c499571c419c478611f90cb561cc3aa1f4e181e1ba4eae8f310b1f6a6,2026-06-25 13:58:16,2026-06-25 13:58:16,1826,The Wampum Belt Collection Of The New York State Museum,Noah T. Clarke,1931,,A thin paper pamphlet with black lettering on the cover.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/ed901a29-66bc-4fc3-97a9-4500f21ce019/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163650Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=93924d0468afe5efa37f5b21424b81b247ca1e3d6a14248e87c5ddc04c04046aa442c75d0701585c9653193f4a7cd79df194a5691bdc7030376c9f4cd8929e8c0bf6ba46e8dde1eb386ef91269c7baf38183a53944d932f51da7f7eff4f4610ae0369be6ca30c461bd44810331675cec99130fde385a25c17882808c3861b6b4f9d03c6c6edefb4c8716d018ee240c77c90be10b6bdafa2210a59d026fe9d3f0b5657d3d043b3c7e4b9a44002c954cf6ca89a7088fadb293e4444d0874fb78beb0213659e5f1e51606185da9abc971cb61fee27ad45495b16e7ca362bf25ac24aae3af70a221c116bd0f8d67532d060e1368264b8034f5271e01bbc16058c0f4,2026-06-25 13:58:16,2026-06-25 13:58:16,1827,Wampum,"Ashbel Woodward, M.D.",1880,,A thin paper pamphlet with black lettering on the cover.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/f638234f-8f74-47e3-bb6e-275ba8d1af87/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163641Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=7b8a3ab97fc8498fdfa535447818fee597a69aafeac939fd191805debfca55f80b8fc0c464ad532287dca8d1531d4a702585124b6280c42049bb016cf1e76c203d7abb5b12413f60439a58086165f5bd1cf7b2a1d18d2c5836f4e9fddf261b5c3af8b584f7c7110b4f9f3d2f15b655b5db83b410dad8b5fa16e0248dee8af28cee56b9cd7ad6da4352a779730a73bad5e77de95dd54399b762acacd2cc5e9553a2bdab72bf88bb093ad0fc03c181a56f0d60abeb17cbf15666d86fe6a820b799b9b8b4ba368c7e6b56042c1ec9965c4ed2c303bc27980929220d93714319b257f2ccbab628030593ae9ae9180226f2a88452e1ce4cddad5839c80c3bb90cafb7,2026-06-25 13:58:16,2026-06-25 13:58:16,1831,Homes And Haunts Of The Indians,Albert H. Heusser,1923,,Brownish maroon cover with white lettering and gold illustration.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/a98ef713-d053-4f09-8bce-a33a9fb75091/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163641Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=c3ae27c5284039079bed1dd0617fcaa5d809ebacb6d2500f5f19d22562f9b881fb128171fa63ef31761eac0a6a765c634be6b33220b07f52d40db0ec26ee8f2cc4cd4936fb22beb85ed1b22c5131b41e0fd7462c5984f88555c41bbd85becdb1fd1ac1c178d7ce1318777ec07b00036d4a1560dfeee3c9050a1f14ee3cdbca456efe1d18865929786611fcb22cfa9753e9c071335f69e45357885b6f62bf4ecd5f62caa99661d4caba80f2e823e749591535afb1e81564836765532b13eb944ad02647d4ea54f216571914ae14badb7ad57aa2f10fc8e526edae7d121b8e69d9ed3b8c2726b3cd17ae4fce21bac2908e53f071d12c2ec51e15c116a34c336adb,2026-06-25 13:58:16,2026-06-25 13:58:16,1832,"Indian Basketry, And How To Make Indian And Other Baskets",George Wharton James,1903,,Green cover with gold lettering and illustration.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/e1ef1343-7465-4800-abb2-d8d0f19622a7/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163650Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=269b6c6ad06aa7cfb356c4c3aa9a7e643a93e69f4029f0c7278f5534bd4a5bcfaeabdcca8d87632ed8080aa4393c3a4bdf22061384cbeb1f6c565d6d9f8d85425b7996eabf00143a8e53f8221b0085c14cdb0b12aaa69154088abebe7363d9b87f4495c7b58cafa37871aa47063470d9484f866b50d97fa4dbbb233d9e6b3e1194513ba73da7f6d42c464b7668d2c382f20f214a943736384f678d4f992ebe9ba90b4fae6c172d139789f2b4a02d9cff7476cdea999826aac603ed9db82076a090ac5464616a36a38f40322342c7d1b659a42d6474b3247536ae31ea66f679f9f43c86a2e2adc5485454da6a130c2f694837b8867bf0ff48980ab6685c06b500,2026-06-25 13:58:16,2026-06-25 13:59:30,1833,Eastern Algonkian Block-Stamp Decoration,Eva L. Butler,1947,,A brown paper cover in varying shades of brown.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/7189cb1b-6dcb-4cb4-a289-23a0a18c581c/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163642Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=5ab6b86d07885bf3e8305b98daa2eae266884861f7a09e77392f09474bcc6aec57c9c8af403873cee43f162a2c8bad342342e144f037e974e6d8284468f797c5cbc5586851d81ff60e74c7c7e87df247592e050e4c696e0ebf22cc5aa1fa2ff610f9323af2da5e2d1872d9f37f8992f22d3d53938371ad8376fcdd6ae7a3d3b5d595fdaf061825aeb4f5da32e81fff8425c3f148c2acf216f1353ed286973d3f6f4b0879dcd15ac5a6b00e2594fcbf14f2892169490a2deb8188969a351ff4b85e2913b2afcf3035ec66432eaf2c05d8d5b35ef3e300c58b4b731dcce26fbf6891b87a8ecd17cc4b269171c92edcf2d2d5dbab6e16650b58a3c3485f55709957,2026-06-25 13:58:16,2026-06-25 13:58:16,1834,Metallic Ornaments Of The New York Indians,William M. Beauchamp S. T. D.,1903,,A thick paper journal volume.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/ee75f430-2559-4a01-a870-75da7586f0d9/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163650Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=77600fe83cc26a0f6c49270b3a1afe9baf61c9821c6b118ec3cfc82f3b0043496dd050e02ba406a1a8fd0862b429fb137db28ef77d3730e93d0929442f5d015cd3a7e91ba27c8cc7500cd08190a935111a196bdebf8168e85cf7b712989f918dabd523f76ce005cb94f47f3eb6e2464cdf57f4b3fe575f53c66228973c3f2a550c32368bd20a9898f8f30eea804df1de95c9f695d6109d7e726dc0c12e6d5f05ca31e740f671e7db1f306d793212fe841755f6bb6223c4e47aad67b9d55eadeaa81dc6710083a916521a8333154452fa4d0f3e618c63f787d189c4caec3d2a986d7481e4c41f534f4c9c8dd7fe6c38d5f4a3af09602ae9dc0154afad585f9c7e,2026-06-25 13:58:16,2026-06-25 14:00:21,1835,Bulletin 55: Metallic Implements Of The New York Indians,,1962,,A brown cover with gold lettering inside of a dark green box on the spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/4597ee9d-f5a5-4fc9-91af-867c82064820/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163642Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=b73998727f3ef4dcaada0cc9ca5bcd4b5faddc8074ee56d072722e8e0190ff239690ece8e0040dd6549379dc9aff2ecedcdea00124b4b2ec6452881b925066b3bd53e22122e2e3d61109f666367801fc9810f470ece90a675a7d41b7464bf467feadcb2d6292ecb3da87f1afc4414b8d9e8eb2afc77338b47788554247dcbbe6c69c67d03e4125cbb028b96d5bf326ec832e902a4a850d8edaa0cf7a82a14f6c83b87681184a44bc7899c9d9594867d6d36954c91ba08757ba0be5344fb1c368fef88cadb1057d05b2b90e5b6c9e26f26b19608456ae5a90a093669c28eba6b174b9918cf7f4d4856edd9bc5d9b579bae1d1c4858bc15751433845fc9e8da0b5,2026-06-25 13:58:16,2026-06-25 13:58:16,1836,Metallic Ornaments Of The New York Indians,William M. Beauchamp S. T. D.,1903,,A brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/7ca6a136-de9d-48cb-a85b-86bcd0365f4a/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163642Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=55e3d56a475613a148fce949437d78bbb5d0615fe2c8d9cbfe9dcde83d5486cfab605b022501d939bf03064e6295af072fa422f8dd3c3bdaf6c4d8212ee3561be2ed463d5527bef0af5d499b69a31b0a77812ad95cd89266ef2a5f61a93be6f03f936049ed0e274f2d9ea04aed21c295282d2e847178cf68a3c880e7d68735e0f39b549f169489b99a933ce97dea2672820df56e265390b8068fa23567e30694ddd92c2d81217b3b994935856fb64bf5855b1fd8d89a7deacc2a69f7c1eb525a6d348cb0ab9f563e152b806aa046c3773055db2f47a59b3f79393bcbf3e8a4737a3951d5f98eed52c69796425cb090c07eac33e874752b3eb8a265e5df8ece59,2026-06-25 13:58:17,2026-06-25 13:58:17,1837,Metallic Implements Of The New York Indians,William M. Beauchamp S. T. D.,1902,,A brown cover with gold lettering on the spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/607fcb49-08d4-4b8a-aedd-8ca14f3c3bcb/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163647Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=2849137070174abd2977076fc436af88771f2fba32a5911a7c861a212fbbabe21b8da8ccc9ebc67e3f60619f8200e1c11386bf456bd3a6bdd6a74743a14ea7ea5eb09d7122febc8ca45da985eed83ed81a3a18a46c225cd5c2f0e145966315bffcdc5d2f92ad4000d0c8f30a8f2757ec49d620df21c141e51cdb32525457b59f300e3b087db4ea736fbd171213cd148b8ffa17689295adbefbc1a42163e967f5a6ee5069072dcc2a7c53cf58083f5a2d1145cc9b6332528e1fc832821252c565280465d3cc81df405e035af82c674d6608d3bf5b25b6fdb2ac0b37e7b8fd274354f0940499737664233c9e62b4e0f4f63efb23c21762fa097c2400fb734ab2de,2026-06-25 13:58:17,2026-06-25 13:58:17,1838,The Pennsylvania Magazine Of History And Biography,,1934,,In a gray archival folder with a brown spine.,,English,TPRC,FF6,1,50,
Book,https://storage.googleapis.com/vlgo-site-567f8-una-media/inventory/7020ba57-74dd-4348-9174-7494a440cca3/df16cc7e-17d0-47f3-b8d2-6bdcdb3b02c9/image.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=vertex-ai-app%40vlgo-site-567f8.iam.gserviceaccount.com%2F20260630%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20260630T163642Z&X-Goog-Expires=3599&X-Goog-SignedHeaders=host&X-Goog-Signature=56ff86a91ceaa8c9308a839aafd057e2aa40ad07fdad76a460932916cb7e8ab7d6d55676e4f2829b8da8c133f9d9b4175defe8e8b9f9a20bb4185792e8a18bba924291ad8e5a1e3873ba06b2cad1664291dea42225753c2a54ce8f358661857e7745065ba7510944758649c9ce1624fb71ecf9f1081c71d0947ae4f8465320afe0c8db4f02892de6431f0e18fcde29929aa0169729e7b903dc67930ba1367437f4c8afdd1e5efd01ef08fca5fb95623c5934b51862e5c9417282fcd01428257c4f8ffd9bb5cebadc63b587ea0d1644416733470bd9fc39cbe0a27c904fef52c4bd08c0adc6f07cf53307f3a7a7ab4640f7319326c8350dddc19a510d8b706a52,2026-06-25 13:58:17,2026-06-25 13:58:17,1839,Indian Silver Ornaments,Harrold E. Gillingham,1934,,In a gray archival folder with a brown spine.,,English,TPRC,FF6,1,50,
